"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14184","Deve registrar e excluir uma conta com sucesso","Test Case 1 - Registrar um usuário","Fri Oct 31 15:28:29 BRT 2025","passed","Fri Oct 31 15:28:43 BRT 2025","","","",""
